parameter_id,IMPC_EYE_092_001
mouse_life_stage,E18.5
pvalue,0.2327089
mouse_strain,C57BL
analysis_id,k4zl672rp946327
parameter_name,Retina (combined)
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
