parameter_id,IMPC_CSD_012_001
mouse_strain,C57BL
pvalue,0.5131688
parameter_name,Coat - hair distribution - head
mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
analysis_id,m08p7w27v902jon
gene_symbol,Opn3
