mouse_life_stage,Late adult
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,08gk070213951i6
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_id,MGP_IMM_022_001
mouse_strain,C57BL
pvalue,0.6397268
