parameter_id,IMPC_ACS_033_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.07346027
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,6v9hpt392oc229u
gene_symbol,F2
gene_accession_id,MGI:88380
