gene_symbol,Bmi1
parameter_name,Coat - color pattern - back
analysis_id,639r35xi2i05r4u
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_id,HRWLLA_CSD_008_001
pvalue,0.3452681
mouse_life_stage,E12.5
