parameter_id,IMPC_ACS_006_001
pvalue,0.3901653
mouse_strain,C57BL
analysis_id,4fa6x6vx41nu305
gene_accession_id,MGI:1919107
parameter_name,Response amplitude - S
mouse_life_stage,Early adult
gene_symbol,Slc17a9
