gene_symbol,AU040320
parameter_name,Total protein
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_006_001
analysis_id,67a7162qyfj42a3
pvalue,0.3030511
mouse_strain,C57BL
