parameter_id,IMPC_IMM_052_001
mouse_strain,C57BL
pvalue,0.3467561
mouse_life_stage,Early adult
analysis_id,xo8m4o79iq34kra
gene_symbol,Kcng1
gene_accession_id,MGI:3616086
parameter_name,Eosinophils
