parameter_id,IMPC_XRY_025_001
gene_accession_id,MGI:109128
parameter_name,Tibia
mouse_life_stage,Late adult
analysis_id,f5n630sn0y3pq89
mouse_strain,C57BL
gene_symbol,Hnf4a
pvalue,0.09529024
