gene_symbol,Cdin1
analysis_id,l1de9c83jph1251
parameter_id,HMGULA_HWT_008_001
mouse_life_stage,E9.5
pvalue,0.3792725
gene_accession_id,MGI:3026886
mouse_strain,C57BL
parameter_name,Heart weight
