parameter_id,ESLIM_008_001_001
mouse_life_stage,Early adult
parameter_name,Body position
gene_symbol,Rab17
pvalue,0.6526224
mouse_strain,C57BL
gene_accession_id,MGI:104640
analysis_id,65ksk3r7b4x7i67
