mouse_life_stage,Middle aged adult
analysis_id,81182789y480io5
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
parameter_name,Periphery average speed
pvalue,0.7681167
parameter_id,HRWLLA_OFD_013_001
mouse_strain,C57BL
