parameter_name,HR
gene_symbol,Arnt
gene_accession_id,MGI:88071
parameter_id,JAXLA_ECG_002_001
mouse_life_stage,Early adult
pvalue,0.7616939
analysis_id,bj677410132hgl5
mouse_strain,C57BL
