mouse_strain,129SV
pvalue,0.5447862
parameter_name,Triglycerides
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
analysis_id,scs3324b5591ed2
parameter_id,HMGULA_CBC_017_001
gene_symbol,Cntfr
