mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:2685277
parameter_name,HR
gene_symbol,Zyg11b
analysis_id,8x20nwlt3k22eh5
parameter_id,JAXLA_ECG_002_001
pvalue,0.7168018
