mouse_strain,129SV
pvalue,0.7513143
parameter_id,IMPC_CBC_018_001
analysis_id,9zkv70bw3tz35ti
parameter_name,Glucose
gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
