parameter_id,JAX_OFD_014_001
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,w64q1o5a9717bka
pvalue,0.07529869
parameter_name,Center distance travelled
gene_accession_id,MGI:95835
gene_symbol,Hspa5
