gene_symbol,Nanp
gene_accession_id,MGI:1914561
analysis_id,4edqdd6x8nhqdt6
parameter_id,M-G-P_007_001_008
pvalue,0.7156149
mouse_life_stage,E18.5
parameter_name,Periphery - Permanence Time
mouse_strain,C57BL
