mouse_strain,C57BL
pvalue,0.07555163
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
analysis_id,g0eds72030r9s1p
parameter_name,Head coat/hair presence
gene_symbol,Lpgat1
parameter_id,MGP_CSD_015_001
