gene_symbol,Fgb
parameter_name,BMC/Body weight
mouse_life_stage,E15.5
analysis_id,q8da5h13pl4692q
parameter_id,JAXLA_DXA_007_001
mouse_strain,C57BL
gene_accession_id,MGI:99501
pvalue,0.552802
