mouse_life_stage,Late adult
gene_symbol,Lpgat1
analysis_id,466x7oe6tt02743
parameter_id,MGP_IMM_082_001
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Resting CD8+ T cells - % of CD45+
pvalue,0.3814237
