gene_symbol,Fgb
mouse_life_stage,Early adult
pvalue,0.4269945
mouse_strain,C57BL
analysis_id,7pt1946rd3274t8
gene_accession_id,MGI:99501
parameter_name,Lean mass
parameter_id,JAXLA_DXA_003_001
