gene_symbol,SLC30A4
mouse_life_stage,Early adult
pvalue,0.2430134
mouse_strain,C57BL
parameter_id,MGP_MLN_072_001
analysis_id,o47q721bed28683
gene_accession_id,MGI:1345282
parameter_name,KLRG1+ Treg cells - % of CD45+
