gene_symbol,Toporsl
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GEL_028_001
analysis_id,58c6gpz542mr6u3
gene_accession_id,MGI:1915524
parameter_name,Forebrain
pvalue,0.2447344
