gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,3rqhsnd7l51lo74
parameter_name,Shape of ribcage
parameter_id,IMPC_XRY_059_001
pvalue,0.8681068
