gene_symbol,Rab17
pvalue,0.2205797
mouse_life_stage,Early adult
analysis_id,x5n56vg55i4t10a
gene_accession_id,MGI:104640
mouse_strain,C57BL
parameter_id,MGP_IMM_013_001
parameter_name,Total CD8+ T cells - % of ab T cells
