parameter_name,Distance travelled - total
mouse_life_stage,E12.5
parameter_id,JAXLA_OFD_020_001
analysis_id,c0v2b9g88jtt5se
gene_accession_id,MGI:88174
gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.5994882
