parameter_id,IMPC_GEL_029_001
analysis_id,9x6x6y016s6n1e5
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Nemp2
gene_accession_id,MGI:2444113
parameter_name,Midbrain
pvalue,0.1297806
