parameter_name,Whole arena average speed
mouse_strain,C57BL
parameter_id,IMPC_OFD_009_001
analysis_id,i9918js975g0n08
gene_symbol,Nanp
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
pvalue,0.4675669
