gene_symbol,Slc30a4
mouse_life_stage,Late adult
analysis_id,6edc4w27875xwl8
pvalue,0.1040558
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_name,12kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_006_001
