gene_symbol,Tnfsf8
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,CD8+ alpha beta T cell percentage
pvalue,0.5838212
analysis_id,11f1066i671t625
gene_accession_id,MGI:88328
parameter_id,MGP_PBI_004_001
