gene_symbol,Lpgat1
pvalue,0.7346935
mouse_life_stage,E18.5
parameter_id,MGP_IMM_129_001
parameter_name,CD11b-high cDC - % of CD45+
analysis_id,p89fb0h7o45mh26
mouse_strain,C57BL
gene_accession_id,MGI:2446186
