parameter_id,JAXLA_OFD_020_001
analysis_id,47r4iw40745no6n
mouse_strain,C57BL
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
pvalue,0.4220688
parameter_name,Distance travelled - total
gene_symbol,Kdm4c
