gene_symbol,Kdm4c
mouse_life_stage,Early adult
parameter_id,M-G-P_016_001_005
analysis_id,m786jv4j2rd6i30
parameter_name,Mean-cell-volume
pvalue,0.9735807
gene_accession_id,MGI:1924054
mouse_strain,C57BL
