gene_symbol,Bach2
pvalue,0.145649
analysis_id,747y9o1s0yb8a16
parameter_name,QT
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:894679
parameter_id,IMPC_ECG_028_001
