gene_symbol,Gpr39
pvalue,0.9907855
mouse_life_stage,Early adult
analysis_id,pp649o370381917
gene_accession_id,MGI:1918361
parameter_name,Hindpaw - size
parameter_id,JAXLA_CSD_041_002
mouse_strain,C57BL
