parameter_id,MGP_IMM_015_001
parameter_name,Resting CD8+ T cells - % of CD8+
pvalue,0.1635124
gene_accession_id,MGI:1914071
mouse_strain,C57BL
gene_symbol,Bcs1l
analysis_id,95u99u5q5p11670
mouse_life_stage,E12.5
