parameter_id,MGP_MLN_014_001
gene_symbol,Dmap1
pvalue,0.1669003
analysis_id,gpc757enx6hfa02
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,Resting CD8+ T cells - % of CD8+
