parameter_name,Startle response
analysis_id,6h7vqxj8to025d3
pvalue,0.5702905
parameter_id,ESLIM_008_001_013
gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
mouse_strain,C57BL
mouse_life_stage,E9.5
