parameter_id,HRWLLA_OFD_011_001
gene_accession_id,MGI:2685277
mouse_strain,C57BL
pvalue,0.112858
analysis_id,myz599un635wxz2
parameter_name,Periphery resting time
mouse_life_stage,Early adult
gene_symbol,Zyg11b
