mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.6773144
parameter_id,JAXLA_DXA_007_001
parameter_name,BMC/Body weight
gene_accession_id,MGI:2385884
gene_symbol,Ddx27
analysis_id,pah6y5z539609vr
