gene_symbol,Nucks1
gene_accession_id,MGI:1934811
pvalue,0.7578966
parameter_id,HRWLLA_OFD_013_001
analysis_id,94613qry16zp2i6
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Periphery average speed
