gene_symbol,Nanp
parameter_id,JAX_OFD_010_001
pvalue,0.4298012
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,9wg12500vd889o1
gene_accession_id,MGI:1914561
parameter_name,Periphery distance travelled
