mouse_strain,C57BL
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,29y394aw0t91kh1
gene_accession_id,MGI:1913105
mouse_life_stage,Early adult
gene_symbol,Slc28a2
parameter_id,M-G-P_016_001_006
pvalue,0.170996
