parameter_id,IMPC_ECH_001_001
analysis_id,8a7dtp50j052l9p
parameter_name,End-Systolic Diameter
pvalue,0.07692762
mouse_strain,C57BL
gene_symbol,Arnt
gene_accession_id,MGI:88071
mouse_life_stage,Early adult
