gene_symbol,Rab17
analysis_id,s4upe857a7j98y1
parameter_id,HMGULA_DYS_024_001
gene_accession_id,MGI:104640
parameter_name,Vibrissae - appearance
mouse_life_stage,Early adult
pvalue,0.7994713
mouse_strain,C57BL
