parameter_name,Limb grasp
gene_symbol,Cldn19
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
mouse_strain,C57BL
parameter_id,JAXLA_CSD_039_001
analysis_id,b6cc99828337m68
pvalue,0.5276664
