mouse_life_stage,E12.5
gene_symbol,Eprs1
mouse_strain,C57BL
gene_accession_id,MGI:97838
analysis_id,r692c8bx44k22ba
parameter_id,MGP_MLN_072_001
parameter_name,KLRG1+ Treg cells - % of CD45+
pvalue,0.3741161
