mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
analysis_id,d773n7dl2cry260
mouse_strain,C57BL
parameter_id,IMPC_CSD_070_001
parameter_name,Lower teeth appearance
gene_symbol,Tbl1xr1
pvalue,0.580246
