gene_symbol,Snrpb2
mouse_life_stage,Early adult
gene_accession_id,MGI:104805
pvalue,0.3782828
analysis_id,98gw23t568ov1p0
parameter_name,% Pre-pulse inhibition - PPI2
parameter_id,IMPC_ACS_034_001
mouse_strain,C57BL
