parameter_id,M-G-P_005_001_004
gene_symbol,Eprs1
analysis_id,10uf8p1dxh15i79
pvalue,0.8778897
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
