pvalue,0.4823593
gene_symbol,Bpifa3
parameter_name,T cells - % of CD45+
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
analysis_id,89i2v9q989kjg29
parameter_id,MGP_BMI_019_001
mouse_strain,C57BL
