gene_symbol,Lcn2
parameter_name,Creatinine
gene_accession_id,MGI:96757
parameter_id,IMPC_CBC_005_001
analysis_id,14k8j26z6idh836
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6975015
