mouse_life_stage,Early adult
analysis_id,y7j6pd565160380
parameter_id,M-G-P_026_001_004
gene_symbol,Cdin1
pvalue,0.3215484
gene_accession_id,MGI:3026886
parameter_name,Coat colouration
mouse_strain,C57BL
