gene_symbol,Inpp1
pvalue,0.588978
analysis_id,z027ji6o6q56594
parameter_id,ESLIM_016_001_005
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
mouse_strain,129SV
parameter_name,Mean cell volume
