parameter_id,MGP_CSD_025_001
mouse_strain,C57BL
gene_symbol,Lcn2
pvalue,0.5267867
analysis_id,e038x12434jcs59
gene_accession_id,MGI:96757
mouse_life_stage,Early adult
parameter_name,Ventral coat/hair presence
