parameter_name,Embryo Size
gene_symbol,Bmp7
gene_accession_id,MGI:103302
mouse_strain,C52BL
parameter_id,IMPC_GEP_022_001
pvalue,0.1867761
analysis_id,gl6ca19xk94u5x4
mouse_life_stage,Early adult
