gene_symbol,Eprs1
mouse_life_stage,E9.5
parameter_name,Whole arena average speed
mouse_strain,C57BL
gene_accession_id,MGI:97838
analysis_id,x8u4cr8c5y6rtf9
pvalue,0.5229057
parameter_id,JAXLA_OFD_009_001
