parameter_id,IMPC_ECH_001_001
pvalue,0.2442767
gene_accession_id,MGI:1934811
parameter_name,End-Systolic Diameter
gene_symbol,Nucks1
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,d88b35d4u76z7oa
