gene_symbol,Plcb1
mouse_life_stage,Late adult
gene_accession_id,MGI:97613
parameter_name,Periphery average speed
pvalue,0.2322735
analysis_id,lcse3xvjm7804me
parameter_id,JAX_OFD_013_001
mouse_strain,C57BL
