parameter_id,IMPC_OFD_018_001
gene_symbol,Frmpd1
analysis_id,h0dxqp044t69rp4
mouse_life_stage,Late adult
pvalue,0.9453268
parameter_name,Latency to center entry
gene_accession_id,MGI:2446274
mouse_strain,C57BL
