parameter_name,Whole arena resting time
parameter_id,JAX_OFD_007_001
pvalue,0.124266
mouse_life_stage,Early adult
analysis_id,3vilsp978c55rq9
gene_symbol,F2
gene_accession_id,MGI:88380
mouse_strain,C57BL
