gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_name,center - resting time
parameter_id,M-G-P_007_001_011
analysis_id,1acq8csq9i7o5yn
pvalue,0.8017497
