gene_symbol,Col6a3
pvalue,0.789153
gene_accession_id,MGI:88461
parameter_name,Stroke Volume
parameter_id,IMPC_ECH_003_001
mouse_strain,C57BL
analysis_id,024r15alz1rc5rk
mouse_life_stage,Early adult
